  9.9430848e-001	 -1.0590845e-001	  1.1577924e-002	
  1.0586858e-001	  9.9437206e-001	  4.0057975e-003	
 -1.1937012e-002	 -2.7572602e-003	  9.9992495e-001	
  3.7076039e+001	 -1.9744469e+001	 -4.4164389e+000	
  9.8883234e-001	  1.4441495e-001	 -3.6809214e-002	
 -1.4239126e-001	  9.8840682e-001	  5.2694315e-002	
  4.3992325e-002	 -4.6864533e-002	  9.9793206e-001	
  2.4936903e+001	 -3.5887403e+001	  9.4109589e-001	
  9.5728200e-001	  1.4287700e-002	 -2.8880000e-001	
  8.9588500e-003	  9.9683400e-001	  7.9011600e-002	
  2.8901400e-001	 -7.8223700e-002	  9.5412300e-001	
  3.4492900e+001	 -2.5868400e+001	  1.6175500e+001	
  9.7650300e-001	 -1.1798400e-002	 -2.1517700e-001	
  1.3289800e-002	  9.9989600e-001	  5.4841200e-003	
  2.1509000e-001	 -8.2159100e-003	  9.7656000e-001	
  3.6218100e+001	 -2.4186800e+001	  7.8071300e+000	
  9.5214700e-001	 -2.1187500e-002	 -3.0490900e-001	
  5.4937700e-002	  9.9321000e-001	  1.0254000e-001	
  3.0066600e-001	 -1.1438600e-001	  9.4684500e-001	
  3.7360400e+001	 -2.3349400e+001	  1.9335900e+001	
  8.9090200e-001	 -4.3126300e-002	 -4.5214400e-001	
  1.6652900e-001	  9.5717300e-001	  2.3682900e-001	
  4.2256600e-001	 -2.8628700e-001	  8.5993000e-001	
  3.7695800e+001	 -2.1291500e+001	  3.8268300e+001	
  8.0625800e-001	 -5.3441200e-002	 -5.8914500e-001	
  1.0221200e-001	  9.9351800e-001	  4.9758100e-002	
  5.8266700e-001	 -1.0033600e-001	  8.0649400e-001	
  4.4865200e+001	 -1.8012200e+001	  3.7384000e+001	
  8.9199600e-001	  1.4135000e-001	 -4.2937500e-001	
 -5.6758700e-003	  9.5328200e-001	  3.0202800e-001	
  4.5200800e-001	 -2.6697100e-001	  8.5112700e-001	
  2.8297600e+001	 -3.2077800e+001	  4.0226700e+001	
  8.8787400e-001	  1.0999300e-001	 -4.4674500e-001	
 -1.4417700e-002	  9.7717700e-001	  2.1193500e-001	
  4.5986000e-001	 -1.8173100e-001	  8.6919500e-001	
  3.1242300e+001	 -3.0880400e+001	  3.4835000e+001	
  9.2245300e-001	  5.3683900e-002	 -3.8235700e-001	
  3.4067600e-002	  9.7510900e-001	  2.1909800e-001	
  3.8460200e-001	 -2.1513300e-001	  8.9766300e-001	
  3.3508100e+001	 -2.8140700e+001	  3.1811400e+001	
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000
